t,ECG 1,ECG 2,ECG 3,ECG 4
1970-01-01 00:00:00,1.0,1.0,1.0,1.0
1970-01-01 00:00:01,0.6454699,-0.022726146,-0.30907483,0.044056006
1970-01-01 00:00:02,0.59547777,0.006896529,-0.24379342,-0.014618105
1970-01-01 00:00:03,0.58833603,0.029113535,-0.17851201,-0.087960743
1970-01-01 00:00:04,0.57405256,-0.022726146,-0.11323061,-0.04395516
1970-01-01 00:00:05,0.53834389,-0.037537483,-0.13934317,-0.029286632
1970-01-01 00:00:06,0.52406043,-0.030131814,-0.1915683,-0.073292216
1970-01-01 00:00:07,0.48121002,0.006896529,-0.23073714,-0.1172978
1970-01-01 00:00:08,0.51691869,-0.030131814,-0.1915683,-0.1172978
1970-01-01 00:00:09,0.47406829,-0.037537483,-0.17851201,-0.17597191
1970-01-01 00:00:10,0.47406829,-0.022726146,-0.21768086,-0.19064044
1970-01-01 00:00:11,0.48121002,-0.037537483,-0.25684971,-0.13196633
1970-01-01 00:00:12,0.45978482,-0.015320477,-0.21768086,-0.14663485
1970-01-01 00:00:13,0.47406829,-0.074565826,-0.12628689,-0.17597191
1970-01-01 00:00:14,0.45264309,-0.044943152,-0.087118041,-0.17597191
1970-01-01 00:00:15,0.46692656,-0.05234882,-0.11323061,-0.13196633
1970-01-01 00:00:16,0.45978482,-0.081971495,-0.087118041,-0.14663485
1970-01-01 00:00:17,0.47406829,-0.081971495,-0.12628689,-0.1172978
1970-01-01 00:00:18,0.49549349,-0.059754489,-0.11323061,-0.1172978
1970-01-01 00:00:19,0.49549349,-0.059754489,-0.13934317,-0.13196633
1970-01-01 00:00:20,0.47406829,-0.074565826,-0.16545573,-0.17597191
1970-01-01 00:00:21,0.48835176,-0.1041885,-0.20462458,-0.19064044
1970-01-01 00:00:22,0.48121002,-0.089377164,-0.1915683,-0.20530896
1970-01-01 00:00:23,0.50263523,-0.089377164,-0.20462458,-0.13196633
1970-01-01 00:00:24,0.50263523,-0.089377164,-0.17851201,-0.26398308
1970-01-01 00:00:25,0.48121002,-0.081971495,-0.16545573,-0.26398308
1970-01-01 00:00:26,0.48121002,-0.089377164,-0.17851201,-0.24931455
1970-01-01 00:00:27,0.48121002,-0.089377164,-0.15239945,-0.24931455
1970-01-01 00:00:28,0.46692656,-0.089377164,-0.074061759,-0.21997749
1970-01-01 00:00:29,0.47406829,-0.096782832,-0.061005477,-0.20530896
1970-01-01 00:00:30,0.48121002,-0.074565826,0.043444778,-0.20530896
1970-01-01 00:00:31,0.47406829,-0.074565826,0.043444778,-0.2786516
1970-01-01 00:00:32,0.45978482,-0.081971495,-0.0087803496,-0.26398308
1970-01-01 00:00:33,0.48121002,-0.11159417,-0.1915683,-0.2786516
1970-01-01 00:00:34,0.48121002,-0.089377164,-0.28296227,-0.2786516
1970-01-01 00:00:35,0.46692656,-0.089377164,-0.16545573,-0.30798866
1970-01-01 00:00:36,0.45978482,-0.11899984,-0.10017432,-0.35199424
1970-01-01 00:00:37,0.49549349,-0.067160158,-0.074061759,-0.41066835
1970-01-01 00:00:38,0.47406829,-0.067160158,-0.047949195,-0.3813313
1970-01-01 00:00:39,0.47406829,-0.096782832,0.05650106,-0.35199424
1970-01-01 00:00:40,0.48121002,-0.096782832,0.069557342,-0.36666277
1970-01-01 00:00:41,0.46692656,-0.081971495,0.13483875,-0.36666277
1970-01-01 00:00:42,0.43835962,-0.074565826,0.20012016,-0.42533688
1970-01-01 00:00:43,0.44550136,-0.11159417,0.23928901,-0.39599983
1970-01-01 00:00:44,0.43835962,-0.1041885,0.29151413,-0.35199424
1970-01-01 00:00:45,0.41693442,-0.044943152,0.38290811,-0.29332013
1970-01-01 00:00:46,0.39550922,-0.1041885,0.44818952,-0.33732571
1970-01-01 00:00:47,0.40265095,-0.081971495,0.52652721,-0.35199424
1970-01-01 00:00:48,0.39550922,-0.05234882,0.44818952,-0.44000541
1970-01-01 00:00:49,0.38122575,-0.059754489,0.30457042,-0.36666277
1970-01-01 00:00:50,0.40979269,-0.067160158,0.082613624,-0.35199424
1970-01-01 00:00:51,0.38122575,-0.059754489,0.0042759323,-0.30798866
1970-01-01 00:00:52,0.40265095,-0.044943152,0.030388496,-0.33732571
1970-01-01 00:00:53,0.38122575,-0.00050913972,0.069557342,-0.3813313
1970-01-01 00:00:54,0.37408402,0.014302198,0.05650106,-0.39599983
1970-01-01 00:00:55,0.34551708,0.036519204,0.043444778,-0.32265719
1970-01-01 00:00:56,0.36694228,0.051330541,0.030388496,-0.32265719
1970-01-01 00:00:57,0.33123361,0.080953216,0.095669906,-0.23464602
1970-01-01 00:00:58,0.35980055,0.088358884,0.10872619,-0.26398308
1970-01-01 00:00:59,0.36694228,0.11798156,0.05650106,-0.32265719
1970-01-01 00:01:00,0.38122575,0.12538723,0.043444778,-0.2786516
1970-01-01 00:01:01,0.37408402,0.095764553,-0.061005477,-0.17597191
1970-01-01 00:01:02,0.34551708,0.10317022,-0.25684971,-0.14663485
1970-01-01 00:01:03,0.35265882,0.080953216,-0.40046881,-0.13196633
1970-01-01 00:01:04,0.31695015,0.080953216,-0.41352509,-0.17597191
1970-01-01 00:01:05,0.35265882,0.021707866,-0.41352509,-0.10262927
1970-01-01 00:01:06,0.32409188,-0.030131814,-0.37435624,0.014718951
1970-01-01 00:01:07,0.32409188,-0.044943152,-0.36129996,0.11739864
1970-01-01 00:01:08,0.34551708,-0.022726146,-0.30907483,0.058724534
1970-01-01 00:01:09,0.35265882,-0.089377164,-0.25684971,0.058724534
1970-01-01 00:01:10,0.34551708,-0.081971495,-0.23073714,0.10273012
1970-01-01 00:01:11,0.33837535,-0.081971495,-0.21768086,0.073393062
1970-01-01 00:01:12,0.31695015,-0.074565826,-0.20462458,0.13206717
1970-01-01 00:01:13,0.30980841,-0.11159417,-0.20462458,0.17607276
1970-01-01 00:01:14,0.33837535,-0.11159417,-0.29601855,0.26408392
1970-01-01 00:01:15,0.30980841,-0.096782832,-0.37435624,0.27875245
1970-01-01 00:01:16,0.29552495,-0.1041885,-0.30907483,0.26408392
1970-01-01 00:01:17,0.28124148,-0.1041885,-0.21768086,0.30808951
1970-01-01 00:01:18,0.30980841,-0.096782832,-0.26990599,0.32275803
1970-01-01 00:01:19,0.30980841,-0.074565826,-0.26990599,0.38143214
1970-01-01 00:01:20,0.28838321,-0.081971495,-0.21768086,0.38143214
1970-01-01 00:01:21,0.30266668,-0.081971495,-0.17851201,0.32275803
1970-01-01 00:01:22,0.33123361,-0.067160158,-0.20462458,0.29342098
1970-01-01 00:01:23,0.30980841,-0.081971495,-0.12628689,0.32275803
1970-01-01 00:01:24,0.28838321,-0.096782832,-0.12628689,0.29342098
1970-01-01 00:01:25,0.30266668,-0.089377164,-0.15239945,0.20540981
1970-01-01 00:01:26,0.28124148,-0.11899984,-0.21768086,0.17607276
1970-01-01 00:01:27,0.28838321,-0.089377164,-0.21768086,0.17607276
1970-01-01 00:01:28,0.28838321,-0.096782832,-0.21768086,0.1467357
1970-01-01 00:01:29,0.30980841,-0.089377164,-0.21768086,0.1467357
1970-01-01 00:01:30,0.32409188,-0.096782832,-0.087118041,0.23474687
1970-01-01 00:01:31,0.34551708,-0.1041885,-0.0087803496,0.24941539
1970-01-01 00:01:32,0.33837535,-0.096782832,0.14789503,0.23474687
1970-01-01 00:01:33,0.35980055,-0.096782832,0.43513324,0.17607276
1970-01-01 00:01:34,0.40265095,-0.074565826,0.83987798,0.20540981
1970-01-01 00:01:35,0.39550922,-0.059754489,1.2837916,0.20540981
1970-01-01 00:01:36,0.45978482,-0.081971495,1.7538177,0.24941539
1970-01-01 00:01:37,0.41693442,-0.089377164,2.1585625,0.24941539
1970-01-01 00:01:38,0.41693442,-0.089377164,2.4719132,0.17607276
1970-01-01 00:01:39,0.39550922,-0.059754489,2.6285886,0.16140423
1970-01-01 00:01:40,0.40265095,-0.067160158,2.69387,0.20540981
1970-01-01 00:01:41,0.36694228,-0.044943152,2.6416449,0.20540981
1970-01-01 00:01:42,0.37408402,-0.044943152,2.5633072,0.19074128
1970-01-01 00:01:43,0.30980841,-0.1041885,2.3152378,0.22007834
1970-01-01 00:01:44,0.27409974,-0.096782832,2.2369001,0.22007834
1970-01-01 00:01:45,0.24553281,-0.089377164,2.1716187,0.19074128
1970-01-01 00:01:46,0.26695801,-0.13381118,2.1977313,0.19074128
1970-01-01 00:01:47,0.27409974,-0.17083952,2.2891253,0.20540981
1970-01-01 00:01:48,0.25267454,-0.11159417,2.3282941,0.22007834
1970-01-01 00:01:49,0.23839107,0.029113535,2.2499564,0.23474687
1970-01-01 00:01:50,0.25267454,0.073547547,2.0802248,0.23474687
1970-01-01 00:01:51,0.25267454,-0.13381118,1.8843805,0.20540981
1970-01-01 00:01:52,0.23124934,-0.82253836,1.8321554,0.23474687
1970-01-01 00:01:53,0.23124934,-1.770464,2.1063373,0.22007834
1970-01-01 00:01:54,0.25267454,-2.7183895,2.4066318,0.23474687
1970-01-01 00:01:55,0.25981628,-3.5182018,2.5633072,0.23474687
1970-01-01 00:01:56,0.25267454,-3.8588625,2.3544067,0.22007834
1970-01-01 00:01:57,0.24553281,-4.0440042,1.7799303,0.23474687
1970-01-01 00:01:58,0.25981628,-4.1402779,0.94432823,0.26408392
1970-01-01 00:01:59,0.23839107,-4.1773063,0.27845785,0.24941539
1970-01-01 00:02:00,0.25267454,-4.2217403,-0.087118041,0.23474687
1970-01-01 00:02:01,0.22410761,-4.2143346,-0.087118041,0.22007834
1970-01-01 00:02:02,0.24553281,-4.0736269,-0.12628689,0.22007834
1970-01-01 00:02:03,0.22410761,-3.9107022,-0.1915683,0.20540981
1970-01-01 00:02:04,0.20982414,-3.6737208,-0.3351874,0.23474687
1970-01-01 00:02:05,0.23124934,-3.4515507,-0.42658137,0.29342098
1970-01-01 00:02:06,0.22410761,-3.3404657,-0.45269394,0.30808951
1970-01-01 00:02:07,0.20982414,-3.2738147,-0.42658137,0.26408392
1970-01-01 00:02:08,0.22410761,-3.044239,-0.42658137,0.26408392
1970-01-01 00:02:09,0.20982414,-2.6073045,-0.45269394,0.23474687
1970-01-01 00:02:10,0.22410761,-2.0222567,-0.45269394,0.26408392
1970-01-01 00:02:11,0.22410761,-1.5112655,-0.42658137,0.29342098
1970-01-01 00:02:12,0.22410761,-1.0965481,-0.49186278,0.27875245
1970-01-01 00:02:13,0.19554067,-0.84475537,-0.51797534,0.26408392
1970-01-01 00:02:14,0.20982414,-0.68183066,-0.43963765,0.27875245
1970-01-01 00:02:15,0.20982414,-0.47447193,-0.4788065,0.29342098
1970-01-01 00:02:16,0.23839107,-0.19305653,-0.45269394,0.26408392
1970-01-01 00:02:17,0.24553281,0.036519204,-0.41352509,0.27875245
1970-01-01 00:02:18,0.19554067,0.23647226,-0.34824368,0.29342098
1970-01-01 00:02:19,0.23839107,0.35496296,-0.40046881,0.26408392
1970-01-01 00:02:20,0.22410761,0.39939697,-0.43963765,0.32275803
1970-01-01 00:02:21,0.21696587,0.3919913,-0.53103163,0.4107692
1970-01-01 00:02:22,0.18839894,0.37717996,-0.63548188,0.42543773
1970-01-01 00:02:23,0.21696587,0.40680264,-0.58325675,0.42543773
1970-01-01 00:02:24,0.20268241,0.41420831,-0.42658137,0.42543773
1970-01-01 00:02:25,0.1812572,0.43642531,-0.37435624,0.51344889
1970-01-01 00:02:26,0.21696587,0.44383098,-0.49186278,0.55745448
1970-01-01 00:02:27,0.25981628,0.47345366,-0.51797534,0.61612859
1970-01-01 00:02:28,0.33837535,0.45864232,-0.53103163,0.61612859
1970-01-01 00:02:29,0.24553281,0.49567066,-0.51797534,0.66013417
1970-01-01 00:02:30,-0.19725469,0.510482,-0.42658137,0.70413975
1970-01-01 00:02:31,-0.98998714,0.52529334,-0.40046881,0.74814534
1970-01-01 00:02:32,-1.82557,0.532699,-0.4788065,0.79215092
1970-01-01 00:02:33,-2.5540268,0.56232168,-0.57020047,0.66013417
1970-01-01 00:02:34,-3.0610899,0.52529334,-0.59631304,0.6748027
1970-01-01 00:02:35,-3.3753262,0.52529334,-0.57020047,0.572123
1970-01-01 00:02:36,-3.6110035,0.54010467,-0.54408791,0.54278595
1970-01-01 00:02:37,-3.7109877,0.57713302,-0.54408791,0.52811742
1970-01-01 00:02:38,-3.7609799,0.56232168,-0.59631304,0.52811742
1970-01-01 00:02:39,-3.703846,0.56972735,-0.59631304,0.45477478
1970-01-01 00:02:40,-3.461027,0.58453869,-0.59631304,0.49878037
1970-01-01 00:02:41,-3.1824994,0.58453869,-0.64853816,0.45477478
1970-01-01 00:02:42,-2.8468379,0.59194435,-0.66159445,0.49878037
1970-01-01 00:02:43,-2.6325859,0.61416136,-0.64853816,0.48411184
1970-01-01 00:02:44,-2.4540426,0.64378403,-0.72687586,0.39610067
1970-01-01 00:02:45,-2.4040504,0.59935002,-0.68770701,0.36676362
1970-01-01 00:02:46,-2.282641,0.62156703,-0.72687586,0.29342098
1970-01-01 00:02:47,-2.0969559,0.64378403,-0.70076329,0.32275803
1970-01-01 00:02:48,-1.7612944,0.65859537,-0.70076329,0.26408392
1970-01-01 00:02:49,-1.3613573,0.67340671,-0.75298842,0.16140423
1970-01-01 00:02:50,-0.98284541,0.68821805,-0.73993214,0.17607276
1970-01-01 00:02:51,-0.64718392,0.66600104,-0.75298842,0.1467357
1970-01-01 00:02:52,-0.4115067,0.68821805,-0.71381957,0.1467357
1970-01-01 00:02:53,-0.19725469,0.71784072,-0.80521355,0.13206717
1970-01-01 00:02:54,-0.025853076,0.75486907,-0.89660752,0.19074128
1970-01-01 00:02:55,0.17411547,0.76227473,-0.93577637,0.16140423
1970-01-01 00:02:56,0.36694228,0.7696804,-0.83132611,0.20540981
1970-01-01 00:02:57,0.52406043,0.79189741,-0.75298842,0.19074128
1970-01-01 00:02:58,0.61690297,0.81411441,-0.68770701,0.16140423
1970-01-01 00:02:59,0.6454699,0.83633142,-0.70076329,0.19074128
1970-01-01 00:03:00,0.63832817,0.8659541,-0.85743867,0.22007834
1970-01-01 00:03:01,0.63832817,0.85114276,-1.0141141,0.17607276
1970-01-01 00:03:02,0.6240447,0.87335976,-1.0271703,0.20540981
1970-01-01 00:03:03,0.6668951,0.87335976,-0.96188893,0.22007834
1970-01-01 00:03:04,0.6668951,0.93260511,-0.89660752,0.19074128
1970-01-01 00:03:05,0.6668951,0.96222779,-0.83132611,0.17607276
1970-01-01 00:03:06,0.65261164,0.96963346,-0.79215727,0.19074128
1970-01-01 00:03:07,0.6668951,0.98444479,-0.88355124,0.20540981
1970-01-01 00:03:08,0.69546204,1.0288788,-0.87049496,0.17607276
1970-01-01 00:03:09,0.6668951,1.0362845,-0.83132611,0.16140423
1970-01-01 00:03:10,0.71688724,1.0659071,-0.79215727,0.1467357
1970-01-01 00:03:11,0.71688724,1.0955298,-0.79215727,0.23474687
1970-01-01 00:03:12,0.71688724,1.1399638,-0.72687586,0.32275803
1970-01-01 00:03:13,0.73117071,1.1769922,-0.64853816,0.33742656
1970-01-01 00:03:14,0.71688724,1.1621808,-0.57020047,0.4107692
1970-01-01 00:03:15,0.75973764,1.1843978,-0.50491906,0.61612859
1970-01-01 00:03:16,0.75259591,1.1918035,-0.41352509,0.86549356
1970-01-01 00:03:17,0.75259591,1.2140205,-0.40046881,1.349555
1970-01-01 00:03:18,0.78116284,1.2510489,-0.40046881,1.8189479
1970-01-01 00:03:19,0.74545418,1.2806715,-0.37435624,2.1856611
1970-01-01 00:03:20,0.78830458,1.2880772,-0.29601855,2.5083687
1970-01-01 00:03:21,0.78830458,1.3325112,-0.21768086,2.7430651
1970-01-01 00:03:22,0.81687151,1.3176999,-0.21768086,2.8310763
1970-01-01 00:03:23,0.78116284,1.3251056,-0.15239945,2.8604133
1970-01-01 00:03:24,0.80972978,1.3547282,-0.15239945,2.8164077
1970-01-01 00:03:25,0.82401325,1.3843509,-0.0087803496,2.6257169
1970-01-01 00:03:26,0.85972192,1.4065679,0.069557342,2.4790316
1970-01-01 00:03:27,0.84543845,1.4213792,0.082613624,2.4937001
1970-01-01 00:03:28,0.85972192,1.4213792,0.12178247,2.5083687
1970-01-01 00:03:29,0.85258018,1.4065679,-0.0087803496,2.5817113
1970-01-01 00:03:30,0.83829672,1.4139736,-0.087118041,2.6990595
1970-01-01 00:03:31,0.89543059,1.3843509,0.0042759323,2.6697225
1970-01-01 00:03:32,0.92399752,1.3917566,0.043444778,2.5523742
1970-01-01 00:03:33,0.88828885,1.3473226,0.0042759323,2.405689
1970-01-01 00:03:34,0.89543059,1.3176999,-0.034892913,2.3763519
1970-01-01 00:03:35,0.90971405,1.2954829,0.0042759323,2.5523742
1970-01-01 00:03:36,0.93828099,1.2584545,0.043444778,2.7724022
1970-01-01 00:03:37,0.92399752,1.2140205,-0.0087803496,2.8017392
1970-01-01 00:03:38,0.96684792,1.1399638,-0.13934317,2.4937001
1970-01-01 00:03:39,0.98113139,1.0807185,-0.21768086,1.8482849
1970-01-01 00:03:40,0.99541486,1.0214731,-0.11323061,1.1735326
1970-01-01 00:03:41,1.0239818,0.96222779,-0.12628689,0.63079711
1970-01-01 00:03:42,1.0025566,0.87335976,-0.074061759,0.29342098
1970-01-01 00:03:43,1.0382653,0.77708607,-0.074061759,0.19074128
1970-01-01 00:03:44,1.0596905,0.7474634,-0.10017432,0.20540981
1970-01-01 00:03:45,1.0525487,0.66600104,-0.10017432,0.1467357
1970-01-01 00:03:46,1.0811157,0.58453869,-0.11323061,0.058724534
1970-01-01 00:03:47,1.1311078,0.51788767,-0.074061759,-0.014618105
1970-01-01 00:03:48,1.1382495,0.43642531,-0.087118041,-0.058623688
1970-01-01 00:03:49,1.1239661,0.3919913,-0.034892913,-0.087960743
1970-01-01 00:03:50,1.1239661,0.31052894,-0.021836632,-0.073292216
1970-01-01 00:03:51,1.2025251,0.2735006,0.017332214,-0.10262927
1970-01-01 00:03:52,1.1882417,0.23647226,-0.061005477,-0.058623688
1970-01-01 00:03:53,1.1810999,0.16982124,-0.061005477,-0.058623688
1970-01-01 00:03:54,1.2096669,0.11798156,-0.087118041,-0.13196633
1970-01-01 00:03:55,1.2310921,0.1550099,-0.11323061,-0.13196633
1970-01-01 00:03:56,1.2525173,0.11798156,-0.13934317,-0.1172978
1970-01-01 00:03:57,1.2453755,0.088358884,-0.1915683,-0.13196633
1970-01-01 00:03:58,1.2882259,0.073547547,-0.21768086,-0.14663485
1970-01-01 00:03:59,1.3025094,0.029113535,-0.15239945,-0.17597191
1970-01-01 00:04:00,1.3096511,0.043924872,-0.12628689,-0.14663485
1970-01-01 00:04:01,1.2953677,0.036519204,-0.087118041,-0.13196633
1970-01-01 00:04:02,1.3239346,0.014302198,-0.074061759,-0.13196633
1970-01-01 00:04:03,1.3239346,0.006896529,-0.021836632,-0.1172978
1970-01-01 00:04:04,1.366785,0.029113535,0.030388496,-0.17597191
1970-01-01 00:04:05,1.3596433,0.006896529,0.05650106,-0.17597191
1970-01-01 00:04:06,1.3525015,0.006896529,0.05650106,-0.16130338
1970-01-01 00:04:07,1.3453598,0.014302198,-0.047949195,-0.17597191
1970-01-01 00:04:08,1.3453598,0.029113535,-0.10017432,-0.20530896
1970-01-01 00:04:09,1.3525015,0.006896529,-0.17851201,-0.17597191
1970-01-01 00:04:10,1.3382181,0.029113535,-0.20462458,-0.23464602
1970-01-01 00:04:11,1.3025094,0.021707866,-0.1915683,-0.21997749
1970-01-01 00:04:12,1.2739425,0.066141878,-0.13934317,-0.17597191
1970-01-01 00:04:13,1.259659,0.066141878,-0.087118041,-0.23464602
1970-01-01 00:04:14,1.1953834,0.080953216,-0.10017432,-0.24931455
1970-01-01 00:04:15,1.1739582,0.043924872,-0.061005477,-0.23464602
1970-01-01 00:04:16,1.1453913,0.05873621,-0.047949195,-0.29332013
1970-01-01 00:04:17,1.1025409,0.066141878,0.017332214,-0.30798866
1970-01-01 00:04:18,1.0525487,0.05873621,-0.0087803496,-0.29332013
1970-01-01 00:04:19,1.0311235,0.066141878,0.0042759323,-0.29332013
1970-01-01 00:04:20,0.99541486,0.073547547,-0.047949195,-0.36666277
1970-01-01 00:04:21,0.93828099,0.073547547,-0.074061759,-0.33732571
1970-01-01 00:04:22,0.84543845,0.066141878,-0.074061759,-0.39599983
1970-01-01 00:04:23,0.83829672,0.051330541,-0.074061759,-0.39599983
1970-01-01 00:04:24,0.73831244,0.10317022,-0.074061759,-0.39599983
1970-01-01 00:04:25,0.71688724,0.051330541,-0.047949195,-0.36666277
1970-01-01 00:04:26,0.65261164,0.043924872,-0.061005477,-0.36666277
1970-01-01 00:04:27,0.6240447,0.05873621,-0.0087803496,-0.44000541
1970-01-01 00:04:28,0.56691083,0.080953216,-0.0087803496,-0.45467394
1970-01-01 00:04:29,0.51691869,0.066141878,0.069557342,-0.44000541
1970-01-01 00:04:30,0.49549349,0.043924872,0.095669906,-0.45467394
1970-01-01 00:04:31,0.45264309,-0.00050913972,0.13483875,-0.3813313
1970-01-01 00:04:32,0.43121789,0.014302198,0.21317644,-0.42533688
1970-01-01 00:04:33,0.38836748,0.029113535,0.30457042,-0.44000541
1970-01-01 00:04:34,0.39550922,-0.0079148084,0.36985183,-0.44000541
1970-01-01 00:04:35,0.33123361,0.021707866,0.35679554,-0.44000541
1970-01-01 00:04:36,0.33837535,0.006896529,0.27845785,-0.46934246
1970-01-01 00:04:37,0.34551708,-0.0079148084,0.27845785,-0.48401099
1970-01-01 00:04:38,0.28838321,-0.00050913972,0.3176267,-0.48401099
1970-01-01 00:04:39,0.28838321,-0.044943152,0.39596439,-0.55735363
1970-01-01 00:04:40,0.28124148,-0.022726146,0.47430208,-0.52801657
1970-01-01 00:04:41,0.25981628,-0.00050913972,0.47430208,-0.52801657
1970-01-01 00:04:42,0.30266668,-0.030131814,0.53958349,-0.48401099
1970-01-01 00:04:43,0.27409974,-0.022726146,0.55263977,-0.52801657
1970-01-01 00:04:44,0.28124148,-0.05234882,0.4612458,-0.55735363
1970-01-01 00:04:45,0.25981628,-0.037537483,0.51347093,-0.55735363
1970-01-01 00:04:46,0.26695801,-0.05234882,0.48735836,-0.57202216
1970-01-01 00:04:47,0.28838321,-0.067160158,0.39596439,-0.49867952
1970-01-01 00:04:48,0.27409974,-0.059754489,0.14789503,-0.5426851
1970-01-01 00:04:49,0.25981628,-0.037537483,0.069557342,-0.48401099
1970-01-01 00:04:50,0.27409974,-0.089377164,-0.0087803496,-0.48401099
1970-01-01 00:04:51,0.26695801,-0.05234882,0.017332214,-0.44000541
1970-01-01 00:04:52,0.28838321,-0.05234882,0.082613624,-0.44000541
1970-01-01 00:04:53,0.26695801,-0.067160158,0.082613624,-0.39599983
1970-01-01 00:04:54,0.27409974,-0.05234882,-0.021836632,-0.35199424
1970-01-01 00:04:55,0.28124148,-0.067160158,0.0042759323,-0.32265719
1970-01-01 00:04:56,0.25981628,-0.05234882,0.05650106,-0.2786516
1970-01-01 00:04:57,0.26695801,-0.089377164,0.069557342,-0.26398308
1970-01-01 00:04:58,0.26695801,-0.05234882,0.017332214,-0.20530896
1970-01-01 00:04:59,0.27409974,-0.037537483,-0.061005477,-0.1172978
1970-01-01 00:05:00,0.28838321,-0.05234882,-0.11323061,-0.13196633
1970-01-01 00:05:01,0.26695801,-0.044943152,-0.17851201,-0.087960743
1970-01-01 00:05:02,0.23839107,-0.05234882,-0.21768086,-0.073292216
1970-01-01 00:05:03,0.28124148,-0.037537483,-0.21768086,0.014718951
1970-01-01 00:05:04,0.23839107,-0.05234882,-0.15239945,0.10273012
1970-01-01 00:05:05,0.25267454,-0.081971495,-0.13934317,0.10273012
1970-01-01 00:05:06,0.25267454,-0.044943152,-0.12628689,0.11739864
1970-01-01 00:05:07,0.24553281,-0.074565826,-0.11323061,0.11739864
1970-01-01 00:05:08,0.24553281,-0.059754489,-0.17851201,0.20540981
1970-01-01 00:05:09,0.22410761,-0.059754489,-0.20462458,0.22007834
1970-01-01 00:05:10,0.25267454,-0.05234882,-0.21768086,0.27875245
1970-01-01 00:05:11,0.23124934,-0.05234882,-0.20462458,0.27875245
1970-01-01 00:05:12,0.20268241,-0.05234882,-0.17851201,0.17607276
1970-01-01 00:05:13,0.20982414,-0.037537483,-0.15239945,0.13206717
1970-01-01 00:05:14,0.24553281,-0.037537483,-0.047949195,0.20540981
1970-01-01 00:05:15,0.1812572,-0.037537483,-0.047949195,0.23474687
1970-01-01 00:05:16,0.20268241,-0.0079148084,-0.061005477,0.20540981
1970-01-01 00:05:17,0.18839894,0.014302198,-0.061005477,0.17607276
1970-01-01 00:05:18,0.1812572,0.036519204,-0.11323061,0.088061589
1970-01-01 00:05:19,0.159832,0.05873621,-0.1915683,0.10273012
1970-01-01 00:05:20,0.1812572,0.095764553,-0.12628689,0.16140423
1970-01-01 00:05:21,0.159832,0.12538723,-0.11323061,0.16140423
1970-01-01 00:05:22,0.16697374,0.073547547,-0.15239945,0.11739864
1970-01-01 00:05:23,0.159832,0.10317022,-0.11323061,0.17607276
1970-01-01 00:05:24,0.15269027,0.10317022,-0.021836632,0.17607276
1970-01-01 00:05:25,0.14554854,0.095764553,0.05650106,0.19074128
1970-01-01 00:05:26,0.12412333,0.073547547,0.20012016,0.19074128
1970-01-01 00:05:27,0.10983987,0.036519204,0.50041465,0.16140423
1970-01-01 00:05:28,0.14554854,-0.00050913972,0.78765285,0.17607276
1970-01-01 00:05:29,0.10983987,-0.030131814,1.2054539,0.088061589
1970-01-01 00:05:30,0.12412333,-0.044943152,1.7407614,0.1467357
1970-01-01 00:05:31,0.1169816,-0.05234882,2.2630127,0.10273012
1970-01-01 00:05:32,0.10983987,-0.089377164,2.69387,0.088061589
1970-01-01 00:05:33,0.095556398,-0.081971495,3.0594459,0.16140423
1970-01-01 00:05:34,0.095556398,-0.074565826,3.3336278,0.11739864
